WARNING: Logging before InitGoogleLogging() is written to STDERR
I1018 08:53:49.440793 4097533 dynamic_loader.cc:170] Set paddle lib path : /home/wzy/.local/lib/python3.9/site-packages/paddle/libs
I1018 08:53:50.028918 4097533 init.cc:98] Before Parse: argc is 2, Init commandline: dummy --tryfromenv=use_cuda_managed_memory,use_pinned_memory,enable_pir_in_executor,gpugraph_enable_gpu_direct_access,dataloader_use_file_descriptor,graph_get_neighbor_id,curand_dir,auto_growth_chunk_size_in_mb,add_dependency_for_communication_op,log_memory_stats,initial_gpu_memory_in_mb,enable_interpretercore_launch_cinn,mklml_dir,use_system_allocator,fuse_parameter_memory_size,gpugraph_enable_print_op_debug,async_trace_count,cusparselt_dir,max_inplace_grad_add,allocator_strategy,pir_apply_shape_optimization_pass,prim_forward,eager_delete_scope,gpugraph_parallel_copyer_split_maxsize,free_idle_chunk,local_exe_sub_scope_limit,tracer_onednn_ops_on,enable_record_memory,cache_inference_while_scope,host_trace_level,enable_pe_launch_cinn,fraction_of_cpu_memory_to_use,new_executor_use_inplace,print_ir,enable_neighbor_list_use_uva,pir_apply_inplace_pass,allreduce_record_one_event,enable_unused_var_check,gpugraph_offload_param_stat,graph_embedding_split_infer_mode,enable_graph_multi_node_sampling,call_stack_level,jit_engine_type,enable_pir_in_executor_trace_run,enable_tracker_all2all,low_precision_op_list,enable_dependency_builder_debug_info,enable_pir_api,cuda_dir,ir_inplace_kernel_blacklist,paddle_num_threads,enable_pir_with_pt_in_dy2st,trt_ibuilder_cache,tensorrt_dir,use_shm_cache,free_when_no_cache_hit,fraction_of_gpu_memory_to_use,gpu_memory_limit_mb,einsum_opt,enable_exit_when_partial_worker,allow_cinn_ops,fraction_of_cuda_pinned_memory_to_use,fast_eager_deletion_mode,executor_log_deps_every_microseconds,sync_after_alloc,check_nan_inf,multi_node_sample_use_gpu_table,gpugraph_force_device_batch_num_equal,all_blocks_convert_trt,prim_enabled,use_auto_growth_v2,enable_all2all_use_fp16,gpugraph_offload_gather_copy_maxsize,check_nan_inf_level,dygraph_debug,convert_all_blocks,use_virtual_memory_auto_growth,gpu_allocator_retry_time,cudnn_dir,gpugraph_enable_hbm_table_collision_stat,enable_api_kernel_fallback,cpu_deterministic,query_dest_rank_by_multi_node,run_kp_kernel,graph_load_in_parallel,deny_cinn_ops,sort_sum_gradient,use_stream_safe_cuda_allocator,auto_free_cudagraph_allocations_on_launch,enable_cinn_auto_tune,use_cinn,search_cache_max_number,dist_threadpool_size,initial_cpu_memory_in_mb,gpugraph_hbm_table_load_factor,gpugraph_merge_grads_segment_size,init_allocated_mem,new_executor_use_cuda_graph,use_auto_growth_pinned_allocator,new_executor_sequential_run,new_executor_serial_run,mkl_dir,pir_subgraph_saving_dir,enable_dump_main_program,static_executor_perfstat_filepath,tracer_profile_fname,fuse_parameter_groups_size,prim_forward_blacklist,pe_profile_fname,gpugraph_dedup_pull_push_mode,reallocate_gpu_memory_in_mb,graph_metapath_split_opt,nccl_dir,new_executor_static_build,gpugraph_offload_param_extends,prim_skip_dynamic,gpugraph_slot_feasign_max_num,alloc_fill_value,prim_all,get_host_by_name_time,cupti_dir,use_stride_kernel,print_sub_graph_dir,enable_adjust_op_order,inner_op_parallelism,cusolver_dir,benchmark,enable_async_trace,gpugraph_debug_gpu_memory,gpugraph_storage_mode,apply_pass_to_program,lapack_dir,cusparse_dir,eager_delete_tensor_gb,static_runtime_data_save_path,gpugraph_parallel_stream_num,reader_queue_speed_test_mode,set_to_1d,enable_auto_rdma_trans,npu_storage_format,prim_check_ops,memory_fraction_of_eager_deletion,multiple_of_cupti_buffer_size,check_infer_symbolic,use_autotune,print_allocator_trace_info,cinn_subgraph_graphviz_dir,enable_auto_detect_gpu_topo,tracer_onednn_ops_off,use_mkldnn,prim_backward,gpugraph_sparse_table_storage_mode,fleet_executor_with_standalone,cublas_dir,gpugraph_load_node_list_into_hbm,tensor_operants_mode,enable_sparse_inner_gather,graph_neighbor_size_percent,custom_device_mem_record,save_static_runtime_data,enable_opt_get_features,op_dir,use_cuda_malloc_async_allocator,new_executor_use_local_scope,gpugraph_enable_segment_merge_grads 
I1018 08:53:50.029026 4097533 init.cc:106] After Parse: argc is 2
I1018 08:53:50.029140 4097533 os_info.cc:117] SetCurrentThreadName MainThread
I1018 08:53:50.029151 4097533 init.cc:234] ENV [CUSTOM_DEVICE_ROOT]=/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device
I1018 08:53:50.029155 4097533 init.cc:143] Try loading custom device libs from: [/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device]
I1018 08:53:50.029294 4097533 device_manager.cc:741] Found lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177063 4097533 device_manager.cc:255] Register Device - mlu
I1018 08:53:50.177115 4097533 device_manager.cc:266] GetDeviceCount is 1
I1018 08:53:50.177121 4097533 custom_device.cc:1099] Succeed in loading custom runtime in lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177127 4097533 custom_kernel.cc:36] Size of custom_kernel_map: 253
I1018 08:53:50.177153 4097533 custom_kernel.cc:58] Succeed in registering kernel [rsqrt:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:57.641076 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.641081 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.641090 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.641094 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641104 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.641116 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641127 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.641139 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641150 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_add
I1018 08:53:57.641162 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641166 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641175 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641180 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641186 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641191 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641198 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641201 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641222 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641230 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_max
I1018 08:53:57.641234 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: maximum_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641248 4097533 op_desc.cc:1108] CompileTime infer shape on conv2d
I1018 08:53:57.641252 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: conv2d; inputs: Input, Filter; attributes: strides, paddings, padding_algorithm, dilations, groups, data_format; outputs: Output
I1018 08:53:57.641268 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641275 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641283 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641288 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.641294 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.641304 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.641306 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641319 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641330 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_sub
I1018 08:53:57.641342 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641352 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.641357 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.641366 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.641369 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641381 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.641392 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641403 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.641414 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641425 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_add
I1018 08:53:57.641436 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641440 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641449 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641453 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641461 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641465 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641472 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641476 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641484 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_add
I1018 08:53:57.641496 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641503 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_max
I1018 08:53:57.641506 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: maximum_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641516 4097533 op_desc.cc:1108] CompileTime infer shape on conv2d
I1018 08:53:57.641521 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: conv2d; inputs: Input, Filter; attributes: strides, paddings, padding_algorithm, dilations, groups, data_format; outputs: Output
I1018 08:53:57.641537 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641546 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641552 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641559 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.641564 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.641573 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.641577 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641588 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641599 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_sub
I1018 08:53:57.641611 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641621 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.641626 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.641635 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.641638 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641649 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.641660 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641671 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.641682 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641693 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_add
I1018 08:53:57.641705 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641709 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641717 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641721 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641729 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641733 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641741 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641744 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641752 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641759 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_max
I1018 08:53:57.641763 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: maximum_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641772 4097533 op_desc.cc:1108] CompileTime infer shape on conv2d
I1018 08:53:57.641777 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: conv2d; inputs: Input, Filter; attributes: strides, paddings, padding_algorithm, dilations, groups, data_format; outputs: Output
I1018 08:53:57.641790 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641798 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641808 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.641815 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.641819 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.641829 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.641832 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641844 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641855 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_sub
I1018 08:53:57.641866 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641876 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.641880 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.641891 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.641893 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.641903 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.641916 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641927 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.641937 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.641948 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_add
I1018 08:53:57.641959 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641963 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641971 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641975 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641983 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641988 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.641994 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.641999 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.642007 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_add
I1018 08:53:57.642019 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642025 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_max
I1018 08:53:57.642028 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: maximum_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.642038 4097533 op_desc.cc:1108] CompileTime infer shape on conv2d
I1018 08:53:57.642042 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: conv2d; inputs: Input, Filter; attributes: strides, paddings, padding_algorithm, dilations, groups, data_format; outputs: Output
I1018 08:53:57.642056 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642064 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642071 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642078 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.642082 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.642094 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.642098 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.642108 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.642120 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_sub
I1018 08:53:57.642131 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.642141 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.642146 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.642155 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.642159 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.642169 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.642181 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.642192 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.642203 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.642215 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_add
I1018 08:53:57.642226 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.642230 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.642239 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.642243 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.642251 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.642256 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.642262 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.642266 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.642274 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642282 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_max
I1018 08:53:57.642285 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: maximum_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.642294 4097533 op_desc.cc:1108] CompileTime infer shape on conv2d
I1018 08:53:57.642299 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: conv2d; inputs: Input, Filter; attributes: strides, paddings, padding_algorithm, dilations, groups, data_format; outputs: Output
I1018 08:53:57.642313 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642321 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642328 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642334 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.642339 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.642349 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.642352 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.642365 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.642377 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_sub
I1018 08:53:57.642388 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.642398 4097533 op_desc.cc:1108] CompileTime infer shape on scale
I1018 08:53:57.642403 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: scale; inputs: X; attributes: scale, bias, bias_after_scale; outputs: Out
I1018 08:53:57.642412 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_pow
I1018 08:53:57.642416 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: elementwise_pow_raw; inputs: X, Y; attributes: axis; outputs: Out
I1018 08:53:57.642426 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.642438 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.642449 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_mul
I1018 08:53:57.642460 4097533 op_desc.cc:1108] CompileTime infer shape on reshape2
I1018 08:53:57.642472 4097533 op_desc.cc:1108] CompileTime infer shape on elementwise_add
I1018 08:53:57.642483 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.642488 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.642495 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.642500 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.642508 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.642511 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.642518 4097533 op_desc.cc:1108] CompileTime infer shape on assign
I1018 08:53:57.642522 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: assign_raw; inputs: X; attributes: ; outputs: Out
I1018 08:53:57.642530 4097533 op_desc.cc:1108] CompileTime infer shape on conv2d
I1018 08:53:57.642534 4097533 infershape_utils.cc:546] BuildInferMetaContext: op kernel signature - Kernel Signature - name: conv2d; inputs: Input, Filter; attributes: strides, paddings, padding_algorithm, dilations, groups, data_format; outputs: Output
I1018 08:53:57.642547 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642555 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642563 4097533 op_desc.cc:1108] CompileTime infer shape on fill_constant
I1018 08:53:57.642570 4097533 op_desc.cc:1108] CompileTime infer shape on scale
